No	Tweets	Label
268	@USER bitch I <b>fucking</b> FELT THAT SHIT🤧💀	No
269	@USER If It could that <b>shit</b> would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A fuck BOII BYE	No
270	@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A <b>fuck</b> BOII BYE	Yes
271	@USER Almost forgot you was a <b>nigga</b> in ya past life lmao	No
272	@USER Lmao <b>fuck</b> u bae	Yes
273	@USER Congratulaions. . . who were terrific. . . dont let some <b>fucked</b> up umpire ruin things for you. . . he'd be happy he did.	Yes
274	All this talk about Trump's <b>dick</b> allegedly looking like Toad from #MarioKart This is the only thing that has been accomplished. Only now the libs are picturing a 70 year old man naked. #MAGA URL	No
275	@USER <b>fuck</b> it. Just do it Haha	No
276	@USER what is this? We don’t want your $2 tacos we want <b>fucking</b> gun control. Are you seriously trying to capitalize off this tragedy? URL	No
277	@USER because he made guys dumb as <b>shit</b>	Yes
278	@USER @USER But he is a <b>dildo</b>	Yes
279	@USER @USER Be coo you got people thinking I really eat <b>ass</b> bitch 😂	No
280	@USER @USER Be coo you got people thinking I really eat ass <b>bitch</b> 😂	No
281	@USER Trying to justify a death after the fact with a small amount of dope. <b>fuck</b> Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpred	Yes
282	@USER Trying to justify a death after the fact with a small amount of dope. fuck Stop <b>fucking</b> killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpred	Yes
283	@USER Trying to justify a death after the fact with a small amount of dope. fuck Stop fucking killing people. Get some <b>damn</b> gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpred	Yes
284	@USER We have the real facts......you suck <b>pussy</b> grabber MOTHER fucker	Yes
285	@USER We have the real facts......you suck pussy grabber MOTHER <b>fucker</b>	Yes
286	@USER @USER Target is brilliant with this. Keep an eye out (esp online as there’s online only <b>shit</b> that’s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.	No
287	Absolutely all <b>fucking</b> done. Bye Felicia URL	No
288	@USER @USER fix this <b>shit</b>	Yes
289	@USER @USER @USER I watch Obama for as long as I can stomach him just for the laughs LOL he approves himself to be Even more of a narcissist every day! He is so full of himself a.k.a. full of <b>shit</b> #HangHim	Yes
290	@USER <b>fuck</b> you I’ll put hot sauce on a slice of pizza again for you	No
291	@USER GIVE ME A <b>fucking</b> MIC""	No
292	@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as <b>fuck</b> he is... KL has a bigger dick than me but she’s a she...he🤔...she?!	Yes
293	@USER @USER @USER Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger <b>dick</b> than me but she’s a she...he🤔...she?!	No
294	@USER You ready for crazy <b>ass</b> racing tomorrow???	No
295	@USER @USER @USER Exactly! She was sorry till she found people to cosign her <b>bullshit</b> Idiots. The pair of them.	Yes
296	@USER @USER YES <b>bitch</b>	Yes
297	@USER This is like when <b>shitty</b> restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.	Yes
298	@USER Man that <b>shit</b> just got me hype like I was watchin it 18 years ago	No
299	@USER yea <b>shit</b> sucks thats why i stopped watching anime mostly	No
300	@USER Get the <b>hell</b> out	Yes
301	@USER @USER @USER @USER @USER @USER @USER <b>fuck</b> yes now i have someone to pressure me to get into every pit that opens up	No
302	@USER Total <b>bullshit</b>	Yes
303	@USER @USER Smut straight from <b>hell</b>	No
304	@USER You are low class <b>asshole</b> You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for 	Yes
305	@USER You are low class asshole You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a <b>bitch</b> party and call yourself honorable. At least my pappy would be proud of me for 	Yes
306	@USER Irish Bad <b>bitch</b>	Yes
307	@USER I feel you dude it <b>fucking</b> sucks	No
308	@USER lemme rap on that <b>shit</b> I'll do a video floatin downstream in a coffin like in horrorland lol	No
309	@USER I hope so. That Tana girl <b>fucks</b> anything lol	No
310	Ain't it fun when a manager has a stick up his <b>ass</b> that would make a redwood self-conscious about its size?	Yes
311	@USER They could literally give two <b>fucks</b> af 😂 like ummm okay thanks 😂	No
312	@USER <b>fuck</b> yeah !!!! Go you !!!	No
313	@USER @USER @USER @USER is not a difficult woman she is a far left leaning <b>bitch</b> She has no place in unbiased commentary on any platform. Get rid of her.	Yes
314	@USER @USER Ramos sounds like a <b>shitty</b> ump	Yes
315	@USER @USER Oh <b>shit</b> u went there 🤣🤣🤣	No
316	Ain’t missing <b>shit</b> 🤫🤑	No
317	@USER @USER Man I’m glad I can make y’all’s day. I just be saying stupid <b>shit</b> on the fly. I ain’t trying I’m just dumb lmao URL	No
318	@USER Don’t talk <b>shit</b> about 48 laws	Yes
319	@USER oh <b>shit</b> uhhh what ao3 fic is this	No
320	@USER <b>fuck</b> off	Yes
321	@USER @USER @USER @USER You hit them for <b>fucking</b> elo and the reason I'm posting this is because he is thee booter EXPOSER" just shows you cant believe everyone in this community"	No
322	@USER shut the <b>fuck</b> upppp kliff i'm bigger than you and gayer than you so don't try any shit	Yes
323	@USER shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any <b>shit</b>	No
324	@USER what the <b>fuck</b> happened	No
325	@USER @USER @USER @USER I don't know how They said they aren't <b>gay</b> tho." and "And by liberals you mean conservatives." sounds like me being upset. As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay Ther	No
326	@USER @USER @USER @USER I don't know how They said they aren't gay tho." and "And by liberals you mean conservatives." sounds like me being upset. As for why it matters, if it doesn't matter then why go to such lengths to deny that they're <b>gay</b> Ther	No
327	@USER @USER @USER @USER I don't know how They said they aren't gay tho." and "And by liberals you mean conservatives." sounds like me being upset. As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay There's str	No
328	@USER @USER Jail is TOO KIND for a #Pedovore - where is the prosecution?? #AGSessions is the church getting away with pedo crimes? What the <b>hell</b> is he holding? is that a tentacle? WTH #PedoGateNews	No
329	@USER fake <b>ass</b> emoji	Yes
330	@USER @USER @USER @USER @USER @USER @USER Joe is just singing the old Liberal <b>bullshit</b> song and misrepresenting facts as usual.	Yes
331	@USER @USER Bro I randomly tried this dns <b>shit</b> and it worked first time wtf	No
332	@USER you ignorant fool how did you become ag. I forgot it was ignorant Obama. Its not current occupier of white house. Learn from me ignorant idiot He is the President of United states. If you think he is not your President then leave this country and go	Yes
333	#GOP on personal responsibility... He was drunk: boys will be boys She was drunk: <b>slut</b> #republicans #conservatives #kavanaugh	No
334	@USER <b>damn</b> right .if you think any different then your part of the problem with this country .thank God we have a president who puts #AMERICA #FIRST instead of putting illigal aliens ahead of americans .	No
335	@USER <b>bitch</b> my life was flashing before my eyes	No
336	@USER oh <b>fuck</b> i forgot about poopy in my diaper pants you know me before i know myself	No
337	@USER @USER homer losing his <b>boner</b> over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay	No
338	@USER @USER <b>bitch</b> shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight	Yes
339	@USER The Ironic thing is you are more closely aligned with the far right. They are even agreeing with you. Look down the thread. some <b>asshole</b> just posted a thing about IQ in your defense. fuck off with that shit	Yes
340	@USER The Ironic thing is you are more closely aligned with the far right. They are even agreeing with you. Look down the thread. some asshole just posted a thing about IQ in your defense. <b>fuck</b> off with that shit	Yes
341	@USER The Ironic thing is you are more closely aligned with the far right. They are even agreeing with you. Look down the thread. some asshole just posted a thing about IQ in your defense. fuck off with that <b>shit</b>	Yes
342	@USER Smack the <b>shit</b> outta her 😂😂	No
343	@USER I heard ur <b>cock</b> was big and lonely	Yes
344	@USER @USER Are you bipolar? You keep saying different <b>shit</b> to people commenting on what u said	Yes
345	@USER Probably say <b>fuck</b> it an do just that	No
346	@USER Why you ruin <b>shit</b> lol	No
347	@USER I told myself this but no matter how much I try life keeps biting me in the <b>ass</b>	No
348	@USER ugh I meant *wigs <b>shit</b>	Yes
349	@USER Fat <b>ass</b> liar strikes again. #NeverForget	Yes
350	@USER @USER @USER Actually my ancestors were here long before anyone got here even your French <b>ass</b> Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them fi	Yes
351	@USER Eric Holder is an arms dealer and should be in jail how did this <b>ass</b> slip by	Yes
352	@USER and bale is <b>shit</b>	Yes
353	@USER Your <b>fucking</b> Bf nigga	Yes
354	@USER Your fucking Bf <b>nigga</b>	Yes
355	@USER because im a broke <b>ass</b> bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while she’s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot 🤙🏻	No
356	@USER As usual @USER doesn’t have a clue. The kids must make this <b>shit</b> up when he takes a crap since they are of the same consistency.	No
357	@USER I'm not an <b>asshole</b> libtard.	No
358	@USER Nope. Not going to miss his sorry <b>ass</b> at all.	Yes
359	@USER Yea that’s a crazy <b>ass</b> story. Like how do you go into the wrong apartment. There’s numbers on doors. And wouldn’t you notice as soon as you walk in and it ain’t your shit 🤷🏻‍♀️🤦🏻‍♀️	No
360	@USER Yea that’s a crazy ass story. Like how do you go into the wrong apartment. There’s numbers on doors. And wouldn’t you notice as soon as you walk in and it ain’t your <b>shit</b> 🤷🏻‍♀️🤦🏻‍♀️	No
361	@USER Robyn I was gonna make vegan scones but I ran out of <b>fucking</b> time. Blame my biochem lab	No
362	@USER @USER Abso-fucking-lutely. That <b>shit</b> was here already!	No
363	@USER Awh <b>shit</b>	No
364	@USER @USER Prove your claim or be exposed as the lying piece of <b>shit</b> you are. Meanwhile... URL	Yes
365	@USER @USER don't disrespect sharpie like that bro it was definitely some off brand <b>shit</b> from the back of a dollar tree 😭	Yes
